"blj","blj.l90","blj.u90"
0.80008388761919,-0.552808508387746,2.15297628362613
0.642621550885425,-0.73212660903294,2.01736971080379
-0.0505277265463828,-1.10050620457238,0.999450751479614
0.357282138599749,-0.851853380785019,1.56641765798452
0.0137035516058594,-1.09270303963414,1.12011014284586
-0.384858698098614,-1.43307013425158,0.663352738054358
-0.305680679147616,-1.44770152927143,0.8363401709762
-0.658461904234579,-1.72816682593898,0.411243017469818
-0.854135957689855,-1.94728850850044,0.239016593120734
-0.926848475715719,-1.88719703080745,0.0335000793760074
-1.20506504114999,-2.44379309949588,0.033663017195896
-1.3294349553147,-2.46407398847551,-0.194795922153889
-1.45362271406995,-2.31961212904443,-0.58763329909546
-1.64197137833005,-2.74774035470692,-0.536202401953185
-1.73330365241722,-2.63794806860634,-0.828659236228108
-1.84795768860868,-2.61155696822197,-1.08435840899538
-1.96303992690453,-2.85208889851655,-1.0739909552925
-2.02646369855123,-2.71587384913189,-1.33705354797057
-2.10435890119332,-2.75185061785656,-1.45686718453007
-2.16245801741043,-2.8179777382267,-1.50693829659416
-2.19483420465181,-2.7227935383453,-1.66687487095832
-2.22931767032056,-2.73923795987972,-1.7193973807614
-2.24265447707093,-2.71924456707648,-1.76606438706539
-2.24235448667376,-2.63560090095807,-1.84910807238944
-2.23674501499728,-2.65457592419344,-1.81891410580112
-2.21454877771951,-2.59590540259462,-1.8331921528444
-2.18383740678493,-2.58400129067334,-1.78367352289651
-2.14545646428107,-2.56212538829726,-1.72878754026487
-2.09567537754135,-2.53937698780655,-1.65197376727615
-2.03988406126833,-2.50904209778804,-1.57072602474863
-1.97717265127871,-2.48346359714493,-1.47088170541248
-1.9073539495541,-2.42980641897864,-1.38490148012957
-1.83339506701132,-2.37148335311892,-1.29530678090372
-1.75462409948523,-2.30238137136572,-1.20686682760473
-1.67203783776895,-2.22688434073622,-1.11719133480167
-1.5871422665894,-2.14366132988289,-1.03062320329592
-1.49983048078818,-2.05554871706693,-0.944112244509425
-1.41121747785658,-1.96385680508782,-0.85857815062533
-1.3220902921437,-1.8678763646902,-0.776304219597198
-1.23270841419269,-1.7705094252616,-0.69490740312377
-1.14395303459374,-1.67152467511817,-0.616381394069309
-1.05629009402261,-1.57140992480955,-0.541170263235665
-0.970099495609261,-1.47187589193335,-0.468323099285171
-0.885981251647719,-1.37261917616307,-0.399343327132365
-0.804243664780281,-1.27451358570476,-0.333973743855796
