"","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4"
"1",48.9091931246723,7.65211625726658,16.1267766285118,3.19503141136301,27.8350251172646,4.28528733291208,28.6891509208766,8.9802884835751,57.592072192635,13.6783805586157,57.0640186503644,6.03744159795566,45.681331480466,7.05786154139382
