"","V1","V2","V3","V4"
"1",85.501892559187,20.9378328393919,83.630506005282,31.7773100055682
"2",162.343496891168,23.3121098815127,141.783503128763,31.5874913950646
"3",27.7573644299795,11.6730561725406,26.8268177052692,13.4059008324024
"4",36.273174788693,12.0469286440912,33.6397830359354,13.8783331033337
"5",46.1337547396092,19.1577413977155,44.5107908063304,22.2922089025862
"6",59.9074893697575,19.7163389048333,55.2983546032951,22.164886474646
"7",49.4901340123894,22.9157413833532,47.8219130282368,25.8718184677823
"8",85.1029536072919,21.2661547227949,76.717729438685,24.3505253062936
"9",110.682942752907,48.158373326499,106.8474472449,53.3078266959636
"10",278.600453770716,40.9687239610991,245.741300017141,49.929948145426
"11",106.465203346352,40.9102141501808,103.215416913911,46.6220295172338
"12",163.055561048842,43.5015296755515,146.722594816676,49.2136263537706
"13",89.3340143802676,42.9044942197813,87.5613527640883,51.6244935498937
"14",149.506579511275,42.8769123509867,137.87180929926,51.7686407067957
