"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",0.0543547549475037,0.0555640095252994,-0.0607733489243626,-0.0584128625406883,-0.0983426144130676,-0.101425055775406,-0.0577070561311405,-0.0560868077201172,-0.0329378496840405,-0.0388697740309923,-0.0792402643843239,-0.0872053527558838,-0.0460967840904393,-0.0444467350922378
"2",0.0389800370014172,0.0406147069443255,-0.0532521601934543,-0.0529461193396927,-0.0685323142862698,-0.0656466260880607,-0.0482604014683519,-0.0498323541757988,-0.0347613128590078,-0.0408449598215921,-0.046445211231331,-0.0494433185384613,-0.0252184092025675,-0.0224227855141724
"3",0.0417201710104519,0.0479261331391363,-0.036631010938504,-0.0360267274065182,-0.0424419293414844,-0.0427114851342636,-0.145523067770738,-0.150450220204723,-0.023869841636801,-0.0316721381744149,-0.0794515597621621,-0.0853648001626562,-0.0254123333182529,-0.0263765752266731
"4",0.00334831204759625,0.00362199556608034,-0.068408683425075,-0.0652716489065929,-0.073829930954618,-0.0746750651087523,-0.0987167736262101,-0.0941078040139307,-0.0449495340175969,-0.0497004918658788,-0.0714281246404463,-0.0747444437489249,-0.0612958352647847,-0.0604675732044061
"5",0.0119716120729441,0.0145543877266983,-0.0456838636723876,-0.0473768576253965,-0.0504700197220189,-0.0529102001725842,-0.115224211760488,-0.112825620081387,-0.0284132085039621,-0.034812067442333,-0.0513804112117053,-0.0556210393233239,-0.0198383544648984,-0.0193978029771518
"6",0.0181547671618818,0.0214502270156554,-0.0733761295794144,-0.0739738830290118,-0.0547292258340792,-0.0588728331538552,-0.0750412077401562,-0.0761417084788043,-0.0466512675292843,-0.0531662528262281,-0.104102866619881,-0.10237916036842,-0.0287441230781576,-0.0303010493267561
"7",0.000251768839122653,0.00163577089395028,-0.0313229769919621,-0.0305646081555105,-0.0493815745231822,-0.050978020998239,-0.0822380403480766,-0.0799648172044768,-0.0234336482111739,-0.0295890269257274,-0.0652976926601488,-0.0707670723031243,-0.0259929884146459,-0.0278113655060942
"8",-0.027643924959639,-0.0247742325252269,-0.0520338294376298,-0.0484857519687616,-0.0854938978535836,-0.0881800428256457,-0.0444669124613332,-0.0456308005089199,-0.0199524049694309,-0.0257575178225821,-0.0944453190234233,-0.0979979738157514,-0.0290937316878977,-0.0289042811996116
"9",0.0372675358082657,0.0375272443907584,-0.065844307809331,-0.0638099745569704,-0.0619096297059317,-0.0661970235077072,-0.0826227950130836,-0.0831836169636535,-0.0513848419588715,-0.0579435261920606,-0.0406766774741463,-0.049573468758397,-0.0238272839410145,-0.023054261596046
"10",0.0245988773032377,0.0281083826112967,-0.0273115408279967,-0.0246217392019654,-0.0684267755241316,-0.0759134269991102,-0.0541453701337375,-0.0515051225132426,-0.0216454675816549,-0.0282121762901857,-0.0582162330690919,-0.0672137181516074,-0.0399407559756592,-0.0409820888887811
