"","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5"
"1",-32.0339015159046,4.36990964485431,-14.2766545686864,2.95158852822934,-24.5180407847318,3.69333852719197,-27.1911340468524,6.99084697064234,-37.0491265717909,9.30609544737719,-39.4123574237949,5.33182717644887,-33.2218177811478,4.6986247628957
