"","V1","V2","V3","V4","V5"
"1",-0.170955787328514,-1.63850681159434,-202.231907526654,-39.7250829235865,30.6514548282839
"2",-0.0377401322722222,-2.266006095678,-209.77054197862,-67.3127194260489,48.5632170298122
"3",-0.103329316117961,-2.23465187789338,-204.740629702694,-23.0585583624936,18.0077490833815
"4",0.0426150559482808,-0.566124946702214,-210.35381715951,-55.9299552141141,37.681248182499
"5",0.0111089839818919,-0.28402445888994,-208.366129715484,-37.3805011175007,30.0982220502084
"6",-0.0252512877271183,-0.491951380427367,-213.669604916053,-58.5415927186657,24.335568375245
"7",-0.00639526736642121,-1.36456411873945,-200.737175101558,-11.306844121772,2.2291528191292
"8",-0.0283494252151048,-0.553313083073798,-214.33758531023,-69.9827128771245,50.5254645634354
"9",0.054330185206899,-1.71863509932466,-208.65435340719,-49.6587180127402,35.6786079215648
"10",0.0362775651994237,-1.0156740163695,-203.042749783375,-37.9228380458695,27.9931154768625
"11",-0.000270603925712405,-2.75095806388447,-212.980806466431,-27.1289685998259,23.5947146755154
"12",-0.198583880829173,-2.6066326217931,-202.668617300571,-12.8356909720234,7.55984518687886
"13",-0.0606221598598776,-2.43995941112657,-206.169105972942,-20.7742339922285,15.9196261820126
"14",0.00165039187433306,-1.41902895881383,-216.96945778051,-31.3680131688015,24.5561396869959
"15",-0.10346067581098,-0.0683629463590348,-211.358869657965,-61.7035114284953,43.9179918590115
"16",-0.0023113473535745,-1.86412289523,-214.440982127603,-33.2916898448718,25.1867586556359
"17",-0.0878722120107652,-0.501176299067162,-214.182794825391,-45.3561435452984,27.4152139084682
"18",0.0781963085999294,-1.36116468311128,-211.395498685969,-61.8698823455094,42.5945746571239
"19",-0.0365904126674598,-1.67350026041494,-205.352047400878,-29.8208498794595,24.6004206285056
"20",0.0832705174938238,-1.18333002733319,-218.664560793793,-44.3520439634891,29.2007236302676
"21",-0.090401180747331,-1.15931410650218,-206.745026320747,-56.528400507969,50.8647704172008
"22",-0.161846589664326,-0.17370289315893,-217.362240392042,-61.1820918038052,42.6576935891279
"23",0.0377154951987098,-2.4588545047369,-218.990597172637,-64.3797014006752,57.3256475122782
"24",-0.0122575802213393,-0.375253021802307,-214.808623835698,-33.0306763003612,23.0427647002541
"25",-0.0179506145488217,-0.388467898837243,-210.61976754179,-36.8917121851113,14.6078799978488
"26",0.0196261281043694,-1.65758083961763,-212.99691601961,-41.7476449537679,34.0068578458074
"27",-0.0264771697003417,-0.0356122344405062,-221.900780797994,-12.4519578240629,6.78634474032975
"28",-0.0365893623140607,-1.76423385895055,-209.355110237976,-53.6066672161402,46.5990687956378
"29",0.0775591303974318,-1.37564486591082,-221.562457282261,-15.334374156092,9.05837159636399
"30",-0.0257398450892675,-1.11475493799118,-210.527931329899,-4.86086586756251,2.70896353369847
"31",0.0323404060110784,-2.01373442233493,-217.385981441474,-40.261750833941,28.9335163030272
"32",-0.0092873088579961,-0.485447308559415,-210.658251227191,-46.4561394185588,29.3868484336912
"33",0.00156053739568396,-1.66682078553263,-211.784508317014,-32.0775020030964,25.1327147848572
"34",0.0807710231299691,-0.971277997813445,-220.486635350003,-41.8184871017489,26.8422790461517
"35",-0.0410783165265704,-1.59435748294872,-211.818516530109,-64.4258937919141,52.0293972584923
"36",-0.0114147519141114,-1.74171504140495,-215.474718759985,-27.9952392096744,23.7751152701148
"37",-0.0844638803832237,-1.77308598984527,-204.713559005125,-21.5467891557305,15.2790215516533
"38",0.0412930591478424,0.402298087006425,-215.688373665005,-30.8017621045354,22.5632651873536
"39",0.0270218798121928,-0.849942708536085,-216.189422493158,-15.5930356309296,9.96411069453101
"40",0.103747242055243,-0.405945321603325,-208.867271802908,4.93894520596007,-17.1880682379211
