"beta","beta.l90","beta.u90"
1.53421639918382,0.178523994629983,2.88990880373765
0.824471343422683,-0.491644082384619,2.14058676922998
0.840737535811376,-0.640791222779848,2.3222662944026
1.31306323511391,0.0477913033778525,2.57833516684997
1.33991065591876,0.0175680925649011,2.66225321927263
0.97576073556779,-0.15974841150011,2.11126988263569
0.804126201813189,-0.267927693357116,1.87618009698349
0.896888071202141,-0.392566345952085,2.18634248835637
0.814145652336327,-0.570576779742691,2.19886808441534
0.986434558020153,-0.188479559107352,2.16134867514766
0.792085293985214,-0.4997599688504,2.08393055682083
0.202713487662726,-1.03637766085111,1.44180463617656
0.775424327065668,-0.566911908196823,2.11776056232816
-0.116648358811094,-1.61761823769643,1.38432152007424
-0.202468593033889,-1.68770831225512,1.28277112618734
1.27589672669053,-0.166988414835696,2.71878186821675
0.6397976007575,-0.716233540960548,1.99582874247555
-0.378750929646137,-1.83774430014011,1.08024244084783
0.00782922045929188,-1.3195413959479,1.33519983686649
-0.452522762130778,-1.79915020922277,0.894104684961215
-0.0679793550024615,-1.41448804071124,1.27852933070631
-0.00456289793257522,-1.08267858849499,1.07355279262984
-0.79958002791352,-2.03576341065579,0.436603354828747
-0.250690357515487,-1.47133071957247,0.969950004541495
-0.302592191848388,-1.48915521628897,0.883970832592198
-0.706008892040441,-1.92226611893806,0.51024833485718
-0.102883999679059,-1.29881239024627,1.09304439088815
-0.424354920925131,-1.61470729142083,0.765997449570571
0.0236775282228763,-1.43309101833354,1.48044607477929
-0.24540258385429,-1.57528072018511,1.08447555247653
-0.916407461036664,-2.0252110688796,0.192396146806274
-0.28745379454805,-1.40560639662377,0.830698807527671
0.218721308550323,-1.08591023570429,1.52335285280494
-0.824496788090139,-2.10538031284912,0.456386736668842
-1.30027022379757,-2.57688317470667,-0.0236572728884721
-0.748242724406247,-1.85121197263073,0.354726523818239
-2.24254131456051,-3.68931489643301,-0.795767732688002
-1.82600905788925,-3.27642666226149,-0.375591453517003
-0.819848773253862,-2.34380529912629,0.704107752618565
-0.384386951843563,-1.59212336682032,0.823349463133196
-1.41807661534552,-2.73302578578743,-0.103127444903599
-1.64839796083382,-2.89302688998453,-0.40376903168311
-1.7894578345145,-3.19580255553578,-0.383113113493224
-1.19283811023356,-2.38470476274171,-0.000971457725403413
-0.939815553777098,-2.26825030297161,0.388619195417413
-1.57906438558788,-2.98929447716825,-0.168834294007502
-1.97441360365766,-3.39326594452549,-0.555561262789835
-2.66676725114523,-3.96877519847137,-1.36475930381909
-1.59646301711285,-2.98493542300416,-0.207990611221541
-2.07277351515534,-3.49957947885771,-0.645967551452962
-2.00093551836767,-3.44365497059572,-0.558216066139616
-1.41247861848701,-2.75285629458206,-0.0721009423919701
-1.67986480810998,-3.19649460653455,-0.163235009685395
-2.27192323995162,-3.6512944402864,-0.892552039616834
-1.26706717928111,-2.83012267015204,0.295988311589831
-0.394144809942754,-1.82658861187002,1.03829899198451
-1.71153758632396,-3.19139506588718,-0.231680106760743
-0.862200056977235,-2.38516929857946,0.660769184624994
-0.587928553383627,-1.84670619725721,0.670849090489951
-0.954623264998465,-2.22111279193248,0.311866261935553
-0.450413989861528,-1.60811732247092,0.707289342747862
-1.24124505974838,-2.45260393049148,-0.0298861890052877
-0.575617779025881,-1.96491791725131,0.81368235919955
-0.163426053463615,-1.51669470455625,1.18984259762902
-0.222523391444381,-1.38971142800394,0.94466464511518
-0.550694469581109,-1.76232365417742,0.660934715015198
-0.811976838006916,-2.0201842116659,0.396230535652072
-0.558925324536768,-1.94951719765316,0.831666548579622
-0.759887218930513,-2.27675744372436,0.756983005863336
0.0468140796005844,-1.26475970258588,1.35838786178705
-0.884553415434449,-2.27859812822165,0.509491297352748
-0.819444809095629,-2.15283505429286,0.513945436101607
-1.33557532777255,-2.50687385763223,-0.164276797912869
-1.53343069663491,-2.85888078156568,-0.207980611704132
-0.233316382997079,-1.79130265091062,1.32466988491647
-0.3466580667203,-1.88959757431538,1.19628144087478
0.27183932437731,-0.876692610090386,1.42037125884501
-0.180408062458321,-1.5771116731252,1.21629554820855
-0.83176263238983,-1.99011728286724,0.326592018087584
-0.138840908727124,-1.50279805966086,1.22511624220662
0.979635337483327,-0.472324703274191,2.43159537824084
0.49550487967082,-0.658993529420672,1.65000328876231
-0.1321164972076,-1.42563054557117,1.16139755115597
0.287619902048418,-0.853082302337842,1.42832210643468
0.0325573308268712,-1.33647773430358,1.40159239595732
0.778375311129761,-0.403113432096201,1.95986405435572
0.49582716981275,-0.547983831289614,1.53963817091511
1.37371026860729,0.141261340446466,2.6061591967681
0.799677664871537,-0.450848072602575,2.05020340234565
0.757837228500058,-0.494471980956225,2.01014643795634
0.41982285745182,-0.982928178238041,1.82257389314168
0.491612752822932,-1.02411619719148,2.00734170283734
0.312605563565935,-0.789722654473851,1.41493378160572
-0.69345699121941,-2.21716054445814,0.830246562019321
0.119993909353402,-1.15479410848578,1.39478192719258
-0.181590915194453,-1.37082228935188,1.00764045896297
-0.732828101253412,-2.1614132368788,0.695757034371974
-0.30705850352796,-1.67575784438692,1.061640837331
0.268497785096677,-0.850264604793679,1.38726017498703
0.345130152396112,-1.03606447992013,1.72632478471235
