"","V1","V2"
"1",0.01826462515385,0.0151714275183001
"2",0.421385932043521,0.453595063814833
"3",-22.8469634991097,-22.7010641331282
"4",-32.7655974285539,-30.5748037167121
"5",17.3695959713871,18.7198280088497
"6",-0.0120229014522796,-0.0131844566159409
"7",1.2747060871753,1.30241611073196
"8",-168.805590795652,-168.633011820837
"9",-23.4839122166047,-22.3679303173104
"10",15.6774870992538,15.0641984451056
"11",0.00852406290942412,0.00569412483318768
"12",0.263044184900624,0.385493039337302
"13",-46.6160946644109,-46.8920589867649
"14",-45.7561188692719,-44.6756608903117
"15",32.1075969732094,32.6854572768988
"16",0.0234823886365874,0.0194534455998876
"17",0.535592856491135,0.54637660560329
"18",-740.90641503276,-740.678686725545
"19",-35.0265282247756,-33.9122965643568
"20",24.0732968910677,24.0002734884207
"21",0.00571189364515981,0.00807282298976347
"22",1.33672708246409,1.34371553898128
"23",-452.362436576559,-452.691376805902
"24",-15.7314760903251,-14.513719997712
"25",9.30284797693856,9.37977471609577
"26",-0.0186071346158159,-0.0241947243494094
"27",1.22139417015003,1.23542399793588
"28",42.2963035522294,42.131019566922
"29",-22.7715135041059,-22.1813241417259
"30",15.6695860244833,15.4281482914983
"31",-0.00504531318945376,-0.00279727198599888
"32",1.26128029126361,1.26175751271999
"33",-212.295051672518,-212.2916538831
"34",-41.0146271605934,-40.3199087639024
"35",28.5249180569198,28.5739765977659
