"blj","blj.l90","blj.u90"
0.0585879519808451,-0.354632912680187,0.471808816641877
1.11158202007042,0.758563405174108,1.46460063496673
0.685043058008444,0.258788501454251,1.11129761456264
0.82180397923032,0.417973878250698,1.22563408020994
0.562092716637007,0.112167864914352,1.01201756835966
0.309834176079174,-0.076419756538157,0.696088108696505
0.616651892416572,0.356142289352531,0.877161495480613
-0.00328189827990849,-0.251375000473239,0.244811203913422
0.0811049026399394,-0.169564808478674,0.331774613758553
-0.11578927674861,-0.369798817946139,0.138220264448918
0.0256426517112112,-0.238418842522414,0.289704145944837
0.140710371537127,-0.140361282286545,0.421782025360799
-0.10229810757933,-0.423499441809665,0.218903226651005
0.455649975475806,0.191108062621644,0.720191888329968
0.0807589104603593,-0.164715300313011,0.326233121233729
0.214013801680949,0.0178589877889288,0.410168615572969
-0.111913981046336,-0.300154266575503,0.0763263044828308
-0.243849111246294,-0.413764189120524,-0.0739340333720635
0.138863376764202,-0.0256030475704501,0.303329801098853
-0.194858541652742,-0.361619203327848,-0.0280978799776372
-0.045428059347942,-0.225927309102925,0.135071190407041
-0.150015808853483,-0.323321799567895,0.0232901818609286
-0.232125108039933,-0.390193619650699,-0.0740565964291675
-0.060139037288919,-0.202585116437622,0.0823070418597845
-0.322840208571144,-0.439601825184776,-0.206078591957511
0.0270564526091148,-0.101580537532184,0.155693442750414
-0.142498151872259,-0.244587670744254,-0.0404086330002643
0.00624069486223358,-0.0912297134043362,0.103711103128803
-0.0827519866658748,-0.182306906492298,0.0168029331605483
-0.153673844775083,-0.256382390574023,-0.0509652989761437
0.06488506980676,-0.0372713580390015,0.167041497652521
-0.227826143280504,-0.317548622968755,-0.138103663592253
-0.181712079106236,-0.265047533999354,-0.0983766242131179
-0.286577834088588,-0.36476619976472,-0.208389468412456
-0.323620958408979,-0.396803143690281,-0.250438773127676
-0.135315589473741,-0.212481651448098,-0.0581495274993836
-0.267007705701057,-0.331318946273882,-0.202696465128231
0.00363926546134756,-0.0818358339842689,0.089114364906964
-0.110439019725149,-0.175669380239381,-0.0452086592109179
-0.0648373722290105,-0.128935801913551,-0.000738942544470114
-0.133534347521415,-0.191756544370043,-0.0753121506727868
-0.228698897859682,-0.280580340161612,-0.176817455557751
-0.0896006667166994,-0.155820190734355,-0.0233811426990444
-0.248148926409636,-0.30265831859017,-0.193639534229102
-0.183378294351803,-0.244675217321697,-0.12208137138191
-0.214521200410788,-0.268186503374305,-0.160855897447272
-0.233847128469836,-0.28913367217749,-0.178560584762181
-0.114651086646775,-0.177632015128608,-0.0516701581649409
-0.233628851262578,-0.283983364482842,-0.183274338042314
-0.0794632578491552,-0.147921060810891,-0.0110054548874189
-0.164277671032381,-0.215949872558244,-0.112605469506517
-0.131961208746206,-0.188884410912707,-0.0750380065797058
-0.13688403771668,-0.18828066186692,-0.0854874135664405
-0.189014537817899,-0.231527092761835,-0.146501982873962
-0.0819111583564283,-0.137474528055865,-0.0263477886569918
-0.186607103322607,-0.232475123752258,-0.140739082892956
-0.159419692967812,-0.212724091224965,-0.106115294710659
-0.189175247974778,-0.23993362131857,-0.138416874630985
-0.218114257720941,-0.266274500271034,-0.169954015170849
-0.130729208690872,-0.186723163268425,-0.0747352541133196
-0.20029239693774,-0.247592822651861,-0.152991971223619
-0.0861968084588697,-0.144923285882216,-0.0274703310355238
-0.129398942926397,-0.176434396220896,-0.0823634896318985
-0.111605764967776,-0.161022966534855,-0.0621885634006968
-0.110595888525944,-0.159075270135764,-0.0621165069161244
-0.16154523600597,-0.203554427760606,-0.119536044251334
-0.0974278172363325,-0.1475660893592,-0.0472895451134649
-0.166546428995632,-0.210926064470555,-0.122166793520708
-0.144318951929746,-0.192732601971994,-0.0959053018874966
-0.149402680263678,-0.192337122011774,-0.106468238515582
-0.164622249741378,-0.206341233034695,-0.12290326644806
-0.0989197484488631,-0.14589468220079,-0.0519448146969357
-0.148662099125229,-0.189970547543183,-0.107353650707276
-0.0814768543769588,-0.1303353775042,-0.0326183312497179
-0.114005929061813,-0.155002331393555,-0.0730095267300705
-0.109026947052195,-0.151726379012343,-0.0663275150920473
-0.0998400181160844,-0.142086292949772,-0.0575937432823967
-0.131869302267348,-0.169165532768773,-0.094573071765923
-0.0825367350614616,-0.124442534047237,-0.0406309360756858
-0.123078524448182,-0.159018877087005,-0.0871381718093591
