"","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5","beta.coef.5","beta.nwse.5"
"1",-28.0471444754934,6.04033841535586,-20.0941844034426,8.60939088484194,-37.1423429149135,9.24939424369601,-28.6262572326531,5.88748743167783,-16.6099784158932,7.160067403646,-19.4860756234236,7.66934567314111,-34.8454708050346,7.16667646016963
