"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",-0.446951390477419,0.920192496615966,-0.0606022321016959,-6.13462955369659,0.0842379968341334,-0.185976312387629,5.42447798942938,-0.0685963360687235,0.21467557945367,-1.54136789643612,0.0460758426758388,0,0.607886837350967
"2",0.0524021081410898,0.0271287573022078,0.0431111118940951,0.557083196719071,-0.0136825961910358,0.0288724143923069,-0.425420421897901,-0.0158775844245856,0.0747034355711661,0.573428435398399,0.00414201187788125,0,-0.368235735170079
"3",-0.0116392940469586,0.00205894962306884,-0.0101767737187218,0.805404648081648,8.88350644758622e-05,0.0168230134322474,0.0903060986465332,-0.00301410824884306,-0.0192345221258202,0.0104563927313433,0.000499744008215645,0,-0.0164051795099207
"4",-5.47454579517361,0.971755491607363,0.0862552280307687,-1.38326710285201,0.0337799103664112,0.941381256981797,-0.533678848291165,0.0328924361295835,0.859823872289507,2.23761279777756,-0.0706769706574382,0,-1.62383156185715
"5",0.485448521320654,0.0264364705592911,0.0752797322793773,0.392065178228491,-0.0190117954044652,-0.0222112221823005,0.0954930626834384,0.00133518630900549,0.0741762143710249,-0.141080519425136,-0.00600313615451944,0,-0.00245469057658923
"6",0.0532387656126821,0.00174196293004009,0.0101573924384669,0.557268778880437,0.00242321775978581,0.00999668620810333,0.284910321394848,-0.00306845070629822,-0.0439677615338454,0.0523687968836568,-0.000752265523889059,0,-0.00136972192937527
"7",-1.71833635992707,0.968385682356721,0.362338732927205,-5.22250894097348,0.0297919635904019,0.0550074215377964,2.49832116658433,0.0347968063444971,0.737355186301144,6.32749101485572,-0.0720210093123339,0,-6.34669130654306
"8",0.199663932545917,0.0236094110374151,-0.000750322092926224,0.834764212811661,-0.013181626728317,0.0453098363108104,-0.152355568666508,-0.00834724759255481,-0.094310933308555,-0.33843507497597,0.00130513522708472,0,0.19812374744057
"9",0.00468270539640066,0.00117177066981519,0.00605378600670609,1.12686483650499,-0.00127458091999101,0.004105052658624,-0.293589774404772,0.000237300102046858,-0.00357388005815983,0.107382210628526,-7.23073771730867e-05,0,0.021377459139326
"10",-20.9264360075145,1.0059859029931,-0.255399828616838,-2.44312462693582,0.0227915958233366,0.6023766964861,1.75095485781013,0.0256761971600642,0.757871409574618,1.68746123026105,-0.0827543159879636,0,-1.7261718580146
"11",2.77235738053157,0.0193574615939844,0.320231542629715,0.546788435481242,-0.0127814577393368,-0.0234567734038224,-0.100070354903249,-0.00227233401235242,-0.0148357950505029,0.237995368785333,-0.000549581489130024,0,-0.201285778722994
"12",-0.0737888472539941,-7.46802487235409e-05,-0.0042780335716842,0.782299809548384,0.00187188959257461,0.00473437495639914,0.249052689764742,0.00127902588396482,0.0197807481772752,-0.280959082993236,-0.00316038470712007,0,0.160723530582356
"13",-7.54311704393692,1.02770593082087,-0.209809273881798,-2.15842521469624,0.000564190657826967,0.269967403616684,1.21030581458134,-0.0163432800989631,0.312771906672704,1.57591060219805,-0.0293034047051499,0,-2.69185535552047
"14",1.04927740306022,-0.0076308413586967,0.0928303793775379,0.363739181376953,0.0218246455091954,-0.16395774383934,0.653612780113017,-0.0124298710022335,-0.1489500616381,-0.791971094886164,0.000240723741695993,0,0.149176254316264
"15",0.100249613673775,0.000419023662791023,-0.00136309310824865,1.0811185919555,6.39258731833699e-05,0.00953150346855209,-0.0375002896433706,0.000365270070037629,-0.0186271915028988,-0.0419445992386416,-0.000649061764446159,0,-0.045265193529738
"16",1.31560442776053,0.99402183034327,-0.135701012169064,-2.64980783709015,-0.00384781748346429,0.273941200086041,-1.53469316979964,-0.00300597350508106,0.482718320926166,-0.847463939967517,-0.0231223752777953,0,2.44128782539257
"17",-0.0737841221657035,0.0209511686394012,0.0532478561902263,-0.163387734730152,-0.00677068137337451,-0.0499580363821912,0.980208808950974,-0.00308138771358872,-0.114857736525727,0.576055834356834,-0.00950232600700748,0,-1.07255637404549
"18",-0.0121331885993325,0.00090811631081781,0.00124245611211572,1.00855441018511,-0.000220132244324245,-0.00115141828129508,-0.00201953132976043,-0.000109692243375341,0.00431511432620663,-0.110139258061226,-0.000425185504268579,0,0.0515096538186702
"19",-6.91558286380397,0.984215482490106,0.0981387157474099,-3.41268151313475,0.0196427424639089,0.466448917390983,0.442622658522056,0.013400719661087,1.16068751395385,3.65505956348171,-0.0498533900966252,0,-3.4518323997192
"20",0.696379909665311,0.0232239960091653,0.109885686557604,0.616412906660474,-0.0106277888322432,-0.00318528231610301,-0.0455375742144206,-0.00869017299157616,-0.0985679601143663,-0.036150184968303,-0.000764140248683169,0,-0.17557282888707
"21",0.0213479949128774,0.000961235732754719,-0.00662226068330326,0.901682812997935,0.00107196466032094,0.00401895003979247,0.0748437991236313,-0.00150875373452517,-0.0138224372638267,-0.0747942624684868,-0.000429864286779442,0,0.0359378099036605
