"beta","beta.l90","beta.u90"
0.819557972692094,-0.435310865248874,2.07442681063306
0.549932264774965,-1.26538473997861,2.36524926952854
0.716284057581033,-1.05496385141612,2.48753196657818
-1.23865401103932,-2.90629586423961,0.428987842160967
-0.899853405219063,-2.46446450847145,0.664757698033326
-1.00642245658941,-2.54477652882704,0.53193161564822
-1.39195529826964,-3.07773146770514,0.293820871165861
-0.621537710914935,-1.90099074728606,0.657915325456186
-0.471268806232326,-1.68329196232283,0.740754349858176
-0.492799807542079,-1.67606715033621,0.690467535252056
-0.882076925008137,-2.23019098231351,0.466037132297234
-1.58468690837442,-2.91822946314975,-0.251144353599077
-0.561560842844376,-1.74349458258403,0.620372896895283
0.056409658943406,-1.34009874705169,1.45291806493851
1.18948433885957,-0.283121775954159,2.66209045367329
-0.13866326255375,-1.4135765344025,1.136250009295
-0.30840048141109,-1.5957642401164,0.978963277294221
-0.073446904747041,-1.31568373636022,1.16878992686614
-0.229134612347454,-1.4515078639541,0.993238639259193
-0.28840297662822,-1.4850772689145,0.908271315658064
-0.29407069483667,-1.5597584517187,0.971617062045356
-0.990583239135023,-2.37702501302526,0.395858534755216
-0.91716481579005,-2.3867134815441,0.552383849964004
-0.236140824792574,-1.49854850305215,1.026266853467
-0.598219355921156,-1.90917000459798,0.712731292755671
-0.390177702144337,-1.64263358476827,0.862278180479595
0.185216741183865,-1.02927558605435,1.39970906842208
-0.531683130978102,-1.87301260144844,0.809646339492237
-0.328380947294557,-1.56406489555608,0.907303000966964
-0.374063578306276,-1.81678855212064,1.06866139550809
-0.713830404413077,-1.82474074401056,0.397079935184409
-0.295771185004381,-1.54822544928581,0.956683079277045
-0.407822666547915,-1.74589770948117,0.930252376385344
-0.124034414202711,-1.45964172830907,1.21157289990365
-0.554838101815351,-2.00274741819245,0.893071214561749
-0.978794802423611,-2.21287833268927,0.255288727842045
-1.20433852393319,-2.50534451443733,0.0966674665709544
-0.306916037568947,-1.58570728555011,0.971875210412213
0.57558075345133,-0.723720115949684,1.87488162285234
-0.549385314342181,-1.81282824349113,0.714057614806766
-0.537928149114568,-1.97512048288233,0.899264184653199
0.394240107259286,-0.818860062171584,1.60734027669016
0.00898569113614241,-1.26743697495493,1.28540835722721
0.988480974536492,-0.1731631706951,2.15012511976808
0.434589660335067,-0.698435644967738,1.56761496563787
-0.156239020455349,-1.49107091496422,1.17859287405353
-1.04415413147158,-2.19565858468087,0.107350321737708
-0.737369012948567,-1.95606301670458,0.481324990807448
-0.0281527167859893,-1.29021156614384,1.23390613257186
-0.296502339152709,-1.52875562066314,0.935750942357722
-0.346924168311202,-1.40626680576755,0.712418469145145
-0.406954616548657,-1.57682376643049,0.762914533333179
-0.968872510987182,-1.9232609219864,-0.014484099987962
-0.456915896248225,-1.95392197718483,1.04009018468838
-0.0624130468516489,-1.56050656062007,1.43568046691677
-1.5906702064922,-2.92808700973687,-0.253253403247526
-0.495711666154881,-1.71741038314581,0.725987050836045
-0.899558870371862,-2.06567374638932,0.266556005645592
-0.194212117882173,-1.53474967780126,1.14632544203692
0.231319991811497,-0.917194853472237,1.37983483709523
-1.6569547661145,-3.09824328396094,-0.215666248268051
-1.59191928178094,-2.95130278931527,-0.232535774246602
-0.371013254696265,-1.81020920732955,1.06818269793702
-0.2643139691256,-1.59666500472524,1.06803706647404
-0.227148032331307,-1.76063470931993,1.30633864465732
-0.209942633769055,-1.47718057919759,1.05729531165948
-0.85923904677864,-2.09407590195978,0.375597808402496
-1.2953086555954,-2.88129575836741,0.29067844717661
-1.15333914948414,-2.4214250592272,0.114746760258924
0.0750272117682508,-1.39008677976755,1.54014120330406
0.034486304776202,-1.21894851040304,1.28792111995545
-0.887398549913629,-2.11367600866019,0.338878908832927
-0.827856518910594,-2.3338721607285,0.678159122907313
0.242944897903312,-1.16227629511041,1.64816609091703
0.0383860211865757,-1.77328986108153,1.85006190345468
0.276481183511399,-0.789251603430456,1.34221397045325
-0.3625975157149,-1.72775726520098,1.00256223377118
-0.302555032470283,-1.76886933853151,1.16375927359095
-1.08626730288936,-2.44034185662866,0.26780725084995
-1.43126419796049,-2.76559122243345,-0.0969371734875384
-1.53062172430193,-2.94648367251741,-0.114759776086453
-1.86212362586321,-3.14373578344464,-0.580511468281771
-1.9142600287158,-2.92642952189493,-0.902090535536679
-1.06421708623602,-2.31104509969261,0.182610927220572
-1.11179449929159,-2.15567411548539,-0.0679148830977898
-0.112525719822048,-1.54327578454237,1.31822434489828
0.0849383696515607,-1.45951306179657,1.62938980109969
-0.605683465015806,-1.99550019898253,0.784133268950916
-1.57091117265064,-3.03447291088206,-0.107349434419223
-1.42339460338442,-2.96350205346735,0.116712846698517
-0.181150390358487,-1.57692259621817,1.2146218155012
-0.749826788404263,-2.06048142142293,0.560827844614408
-0.961884917387515,-2.087648908949,0.163879074173972
-0.0802528036453952,-1.43581692923913,1.27531132194834
-0.1444790307212,-1.53080537776071,1.24184731631831
0.00943741220849458,-1.65452489378826,1.67339971820525
-0.428271942234843,-1.92103076784441,1.06448688337472
0.235241880872391,-1.1316137778924,1.60209753963718
1.29183507165548,-0.128654650347746,2.7123247936587
1.00042797646355,-0.439461415164886,2.44031736809199
