"","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4","beta.coef.4","beta.nwse.4"
"1",54.6044864476993,9.53209811675524,29.1306837748134,8.99104886967447,57.1978084399915,10.0801644278568,41.8723644347551,7.04631453899345,23.1202005126449,6.92225719186421,28.1929576132582,7.60352318566134,51.4067837969074,8.2593202675705
