"blj","blj.l90","blj.u90"
0.734622904642167,0.317596725187048,1.15164908409729
0.374952237240454,-0.057743942211296,0.807648416692203
1.02496097863065,0.658360289739411,1.39156166752189
1.18247599369885,0.810813533080359,1.55413845431735
1.36503181394957,1.09336444432393,1.63669918357521
0.712456114365917,0.441352271271123,0.983559957460711
0.453031536721608,0.0612056031274467,0.844857470315769
0.82252358565841,0.495463649539314,1.14958352177751
0.786049997431007,0.547617719192213,1.0244822756698
0.634066079947472,0.370586761539357,0.897545398355586
0.439456600089017,0.184839401569036,0.694073798608999
0.363721898850707,0.142151857967313,0.5852919397341
0.260992152988742,0.0225912300191672,0.499393075958317
0.154323650205636,-0.0881433196434773,0.396790620054748
0.288506743595496,0.0542677180757213,0.522745769115272
0.568035215795263,0.363251033731442,0.772819397859084
0.610930670171106,0.458826937544535,0.763034402797677
0.236760071519376,0.0600864615212454,0.413433681517506
0.161572410625428,-0.0423846011365587,0.365529422387414
0.250861573890617,0.0847304401790712,0.416992707602163
0.366422628010749,0.211745350636313,0.521099905385185
0.300236418376144,0.138917225585609,0.46155561116668
0.216180272666519,0.0451573508739303,0.387203194459107
0.084503475086106,-0.0772180892485295,0.246225039420741
-0.0300531381685385,-0.167740396348028,0.107634120010951
-0.0628555107289892,-0.203581480061424,0.0778704586034451
0.02978029090253,-0.123303067624556,0.182863649429615
0.155359513677709,0.00550506404801174,0.305213963307405
0.141830038022797,0.00895230275695877,0.274707773288636
0.00339655580730093,-0.125711687658425,0.132504799273027
-0.0504671068724205,-0.181450860015831,0.0805166462709899
-0.0211627060456417,-0.147550676509668,0.105225264418385
0.00517161387029382,-0.112408886947302,0.122752114687889
-0.0101494510725377,-0.121864263994661,0.101565361849586
-0.0379111009389684,-0.143674481915086,0.067852280037149
-0.102373696659404,-0.208862016445805,0.00411462312699708
-0.166667577299146,-0.273963933917564,-0.0593712206807276
-0.182194445964629,-0.284498528966659,-0.0798903629625982
-0.11917224518827,-0.219816558177285,-0.0185279321992544
-0.0491428168420259,-0.148272132841356,0.0499864991573044
-0.0633746211089273,-0.15879662530043,0.0320473830825757
