"","V1","V2","V3"
"1",-0.0616667709241657,-0.04365045483268,-0.0351504589370126
"2",0.00525563928761889,0.00335354098733719,0.00234514852466306
"3",-0.0625314927003974,-0.0443950759110909,-0.0352561907222283
"4",-0.0529724953454207,-0.03438979578867,-0.0263904931316067
"5",0.00227244711811625,0.00129507519972895,0.000934970030882565
"6",-0.0526473190011854,-0.0339006458716672,-0.0262755221981882
"7",-0.0520464001281567,-0.0351852077724018,-0.0273155010244753
"8",0.00298455376041589,0.00171896961202995,0.00129570320943891
"9",-0.052047695473131,-0.0354648778060343,-0.0270686392867655
"10",-0.0519325566061598,-0.0356902341742261,-0.0269507455461362
"11",0.00231473764439819,0.00160863639213374,0.00118204001707299
"12",-0.0530729671565121,-0.0365273250605027,-0.02687163953128
"13",-0.0472899270215036,-0.0312697986339034,-0.0235386033057776
"14",0.00312142082648607,0.00192276927492198,0.00141924151904574
"15",-0.0484874166407156,-0.0313715326139973,-0.0241861930475776
"16",-0.0468207461054312,-0.0339213195555096,-0.0269059190536967
"17",0.00382504708388781,0.00227411040961954,0.00158662259060149
"18",-0.0472198048019908,-0.0341519343333899,-0.0274115313634215
"19",-0.047880728036643,-0.0330653696204341,-0.026376769388551
"20",0.00244858434785358,0.00145336876067143,0.00103690572173657
"21",-0.0486497950551832,-0.0330313932131734,-0.0263809840353421
