"","V1","V2","V3","V4","V5"
"1",-0.00995596724790485,-1.35018934591727,-19.8523174763427,-42.2960170666681,26.1527257290541
"2",0.00918967522012146,-0.320292357510472,-27.786732651627,-39.1340840790811,27.6298812663356
"3",-0.0403263587606163,0.0307412646869886,-25.7838703831305,-26.6398973841951,12.0630481616603
"4",-0.039599745470898,-0.606553351814148,-16.7230698847726,-87.7957769166211,38.6168023664226
"5",0.0378915739026296,0.330242926685947,-24.7289727495586,-24.4129831074477,11.8557131640504
"6",-0.0795240690969402,-2.1331568049639,-24.5699045583727,-5.96111782968815,1.35251589061699
"7",-0.0635564606913167,-1.98327612806765,-19.1884127599931,-52.95099573369,36.1312151007145
"8",0.152149878711641,0.215506181825995,-19.321565281206,-84.3843414578346,35.8281659846211
"9",0.0823291835255533,-0.481173297363573,-9.02482892534255,-26.4621411521766,14.8863647318466
"10",0.0171709560658548,-0.210176815749453,-29.2568765917857,-43.8825174264289,30.4204323919749
"11",-0.0147389638755671,-1.09408212213626,-18.6736119714102,-24.0530152094564,10.2462090558821
"12",-0.0479465497372898,-0.30497163289698,-34.838178484278,-35.9517421989845,28.6677592141283
"13",0.0965978098544462,-0.854994576906834,-15.4154085572506,-23.7249166446498,18.5533374636343
"14",0.0745333933811143,0.163804433246032,-17.345147486089,-48.9022235017249,20.2751233387947
"15",0.0399494467430801,-0.846092787364128,-32.0902876561367,-23.5553349628367,14.5117458009841
"16",-0.0139567545107872,0.562184281462591,-20.9879181750542,-20.0184012055777,13.6723409777578
"17",0.0618687378610351,-0.02950535115652,-35.1678291493664,-14.5533743253048,12.0887701799087
"18",-0.0343429363229863,0.776270208986428,-29.5988450830731,-19.2591075815144,12.3965636050814
"19",-0.0835541983051209,-1.97239418610626,-18.9383418080214,-10.5057447444769,6.79776880230116
"20",0.0315268205836221,-0.719408923292333,-24.7586712063401,-23.1383799165008,13.8695172612552
"21",-0.0887089104469412,-0.399497378778686,-24.1013705973505,-44.6946737078707,-20.5318211449381
"22",-0.0286540644791311,-2.14591261829711,-24.2260816040992,-0.838115093391249,-2.67957045630104
"23",-0.0489996176521351,0.89877061520329,-31.112544316272,-34.8747185654853,26.9046732199031
"24",0.241409014054386,0.826463404391832,-22.2348072972609,-16.0475032753485,4.96675851000894
"25",0.0316179473518081,1.15587913669914,-32.8509491310472,-72.8073238221302,19.9021950628164
"26",0.00371741579556272,-2.22609747901988,-26.4484501200554,-65.7493208507469,45.125159111401
"27",0.1213522032727,-0.292454085697873,-17.769807075257,-21.325141992722,13.7434216322548
"28",-0.0362300115782473,-1.40018934342103,-19.3022089978274,-25.6314709594766,14.9424912602475
"29",0.00212266042000958,-1.30906413000725,-32.4932000676266,-71.732383355397,-23.6892575000927
"30",0.00235621358928816,-0.830227111301846,-22.0284039773938,-60.0979869148708,12.9921390682109
"31",0.0986474215202447,-0.261769622150757,-19.9292536146749,-39.9648161100553,25.2642942946165
