DATE,P.CAN,i.CAN,S.CAN,w.CAN,b.CAN,P.FRA,i.FRA,S.FRA,w.FRA,b.FRA,P.DEU,i.DEU,S.DEU,w.DEU,b.DEU,P.ITA,i.ITA,S.ITA,w.ITA,b.ITA,P.JPN,i.JPN,S.JPN,w.JPN,b.JPN,P.GBR,i.GBR,S.GBR,w.GBR,b.GBR,P.G6,i.G6,S.G6,w.G6,b.G6,P.USA,i.USA,w.USA,b.USA,g.World,l.World
May-90,61.54859,13.5,0.851426139,3593,10.86,67.19,9.8125,0.174489618,733.09,9.57,62.75883,7.9375,0.588581519,1844.41,8.74,51.46799,11.625,8E-04,11677,1.2E+01,91.3,7.3125,0.006551363,33130.8,9.949,55,15.0938,1.6765,1451.25,12.41,65.0086122291285,10.0894619762515,0.11275025226544,3511.388604,9.86590114,54.51086,8.25,361.23,8.76,363.05,18.237
Jun-90,61.78562,13.25,0.857265324,3543.9,10.72,67.18,9.9375,0.178746984,713.23,9.72,62.82407,8,0.600312162,1879.9,8.82,51.70445,10.875,0.000817661,11616,11.32,91,7.5,0.006563833,31940.24,10.484,55.2,14.9063,1.745,1458.9,11.8,65.0818162208597,10.0234093485963,0.114910418833235,3487.64065,9.994363015,54.80619,8.25,358.02,8.48,352.2,16.871
Jul-90,62.02265,13,0.867302689,3569.2,10.78,67.2,9.8125,0.187899286,693.5,9.59,62.82407,8.1875,0.62992126,1919.12,8.58,51.86208,11.125,0.000860363,11243,11.26,90.8,7.5625,0.006843222,31035.66,11.108,55.2,15,1.86,1438.9,11.84,65.1074169345429,10.0905059226573,0.120341571047271,3456.581942,10.10144938,55.01715,7.9375,356.15,8.47,372.3,18.638
Aug-90,62.10166,12.5,0.866175834,3346.3,10.83,67.64,9.9375,0.189214759,590.82,10.12,63.01979,8.25,0.634517766,1629.51,8.9,52.21677,10.25,0.000854701,9540,11.79,91.2,8.1875,0.006947822,25978.37,12.162,55.7,15.0313,1.892,1328.7,12.15,65.433431209585,10.0959175903128,0.121247380458612,2992.185504,10.68963416,55.52345,8,322.56,8.75,387.75,27.174
Sep-90,62.25968,12,0.864677907,3175.7,11.54,68.12,9.9375,0.190730498,553.42,10.48,63.2155,8.3125,0.638365784,1334.89,9.09,52.49263,9.125,0.000852878,8736,11.6,91.9,8.1875,0.007232227,20983.5,12.8,56.2,14.9688,1.8735,1240.79,12.1,65.8009812353438,9.91925593890687,0.122299823053305,2616.683003,11.0547668,55.98755,8.25,306.05,8.89,408.4,33.687
Oct-90,62.81275,12.125,0.856311012,3085,11.15,68.42,9.6875,0.197005516,578.05,10.38,63.67216,8.3125,0.659761166,1433.82,9.09,52.92612,10.5,0.000880088,8702,11.58,92.9,8,0.007695267,25194.1,11.405,56.7,13.9375,1.944,1249.01,11.74,66.3253900059969,9.88689894854445,0.126579617132933,2776.583527,10.55107,56.32507,7.875,304,8.72,379.5,35.922
Nov-90,63.20779,12,0.857780065,3162.1,10.7,68.31,9.8125,0.197433366,577.01,10.2,63.54169,9.25,0.666666667,1441.23,8.95,53.2414,12.75,0.000886918,7994,11.69,92.7,8.5625,0.007513148,22454.63,10.989,56.9,14.0313,1.9392,1320.23,11.37,66.3639695815097,10.5661497046334,0.126550864596945,2720.960996,10.31584534,56.45165,8.6875,322.22,8.39,384.85,32.3
Dec-90,63.12878,11,0.861697544,3256.8,10.51,68.26,9.9375,0.196078431,547.2,9.92,63.60693,9.1875,0.668002672,1398.23,8.85,53.35962,12.0625,0.000886918,8007,11.96,92.6,8.25,0.007366483,23848.71,10.484,57,14.1875,1.9285,1306.6,10.84,66.3892990575971,10.349519666143,0.125986373269248,2708.339047,10.09237833,56.45165,7.5625,330.22,8.08,386.2,27.337
Jan-91,64.78799,10.8125,0.859919168,3293.5,10.22,68.64,10,0.198866461,561.27,9.8,63.99836,9,0.676361177,1420.18,8.94,53.69331,12.25,0.000899483,7646,14.344,93.2,8.0625,0.007607455,23293.14,10.142,57,14.0625,1.965,1318.12,10.59,66.8693216157309,10.2559009783272,0.128018641986024,2710.93723,10.24624692,56.78918,6.875,343.93,8.09,366,24.959
Feb-91,64.78799,9.625,0.869640838,3471.4,9.89,68.82,9.25,0.192474257,624.52,9.14,64.27823,9.0625,0.655307995,1542.09,8.42,54.10873,12.5,0.000876962,8722,14.141,93,8.546875,0.007521625,26409.22,9.89,57.2,13.2188,1.91,1464.61,10.13,67.053191087746,10.043742526976,0.125156344836389,2997.793202,9.846848753,56.87356,6.9375,367.07,7.85,362.7,20.523
Mar-91,65.02502,9.625,0.862440707,3486.9,9.88,68.95,9.25,0.173761946,643.14,9.06,64.27823,9.0625,0.58910162,1522.8,8.41,54.4203,11.375,0.000792236,9073,13.734,93.4,8.0625,0.007112376,26292.04,10.231,57.5,12.7188,1.7485,1517.65,10.29,67.2472651869605,9.74925933433714,0.11510650685315,3029.251361,9.892084893,56.95794,6.3125,375.22,8.11,355.65,19.86
Apr-91,65.02502,9,0.868055556,3493.1,9.91,69.16,9.125,0.172028213,636.59,8.89,64.55811,8.875,0.581902822,1605.79,8.39,54.62801,11.5,0.000786782,8945,13.387,94,8.15625,0.007332453,26111.25,10.395,58.7,11.8438,1.7225,1542.36,10.19,67.67253900182,9.52506781655269,0.114886272593664,3070.134432,9.873319233,57.04232,5.9375,375.35,8.04,357.75,20.823
May-91,65.34106,8.5625,0.873133677,3554.9,9.91,69.38,9.3125,0.169491525,658.92,8.87,64.74469,8.875,0.574811749,1704.11,8.39,54.83572,11,0.000774593,9612,12.981,94.4,7.84375,0.007222824,25789.62,10.202,59.2,11.4688,1.698,1544.24,10.38,67.9621750333715,9.34152790552747,0.113503027315266,3168.293516,9.759344452,57.21109,5.875,389.83,8.07,360.4,21.24
Jun-91,65.6571,8.375,0.87535014,3465.8,10.36,69.55,9.6875,0.162654522,626.88,9.12,65.11786,8.9375,0.551328702,1622.18,8.39,55.09536,11.25,0.000741427,9059,13.102,94.1,8.0625,0.007251632,23290.96,10.573,59.5,11.5313,1.618,1501.79,10.58,68.1841067165382,9.48103909225501,0.110146419828214,2998.898425,9.977991067,57.37985,6,371.16,8.28,368.35,20.195
Jul-91,65.73611,8.5,0.868130914,3537.2,10.17,69.73,9.5625,0.168463612,627.99,9.16,65.8642,8.9375,0.572573719,1622.31,8.61,55.30307,11.375,0.000767165,8963,13.384,94,7.40625,0.007276961,24120.75,10.098,59.3,11.0938,1.6845,1588,10.28,68.4357363152939,9.30565149052107,0.113093715320696,3045.02276,9.911671126,57.46423,5.875,387.81,8.27,362.85,21.42
Aug-91,65.81512,8.25,0.875503414,3517.9,9.97,69.81,9.1875,0.168378515,659.77,9.09,65.8642,9.125,0.571918788,1650.5,8.56,55.45885,11.3125,0.000766518,8593,13.466,94.2,7.5625,0.007307271,22335.87,9.727,59.9,11,1.68,1641.88,10.03,68.603447567847,9.28509655106363,0.113173171310879,3038.157223,9.755448141,57.633,5.625,395.43,7.9,347.4,21.688
Sep-91,65.6571,8.1875,0.88354833,3395.3,9.59,69.92,9.3125,0.176600442,674.58,8.88,65.8642,9.125,0.601503759,1607.03,8.45,55.71849,11.25,0.000804182,8384,13.152,94.3,6.7813,0.007527286,23916.44,9.073,60.1,10.625,1.752,1632.36,9.64,68.6893651790748,9.09294528558488,0.11786428010846,3041.068146,9.401923225,57.88614,5.375,387.86,7.65,354.9,21.857
Oct-91,65.57809,7.75,0.89047195,3512.6,9.12,70.28,9,0.175484777,664.45,8.8,66.89041,9.1875,0.599520384,1582.06,8.36,55.97813,10.875,0.00079968,7933,12.837,95.3,6.3125,0.007656968,25222.28,8.94,60.4,10.4688,1.7425,1575.33,9.72,69.2735216834541,8.8628091929659,0.117920748724109,3023.880925,9.235387224,57.97052,5.0625,392.46,7.53,357.45,23.228
Nov-91,65.81512,6.875,0.881057269,3456.4,9.18,70.55,9.75,0.179920835,620.49,8.83,67.17029,9.5625,0.61462815,1566.57,8.34,56.34163,12.375,0.000815661,7851,12.906,95.5,6.625,0.007687577,22687.35,8.806,60.5,10.625,1.7655,1493.28,9.77,69.5241723502214,9.26583890464324,0.119736286841203,2894.547583,9.204803716,58.13929,5.125,375.22,7.42,366.3,22.465
Dec-91,65.49908,6.75,0.865201592,3512.4,8.97,70.32,10.25,0.192492782,636.76,8.8,67.26358,9.5625,0.657894737,1577.98,8.24,56.49741,12.25,0.000868621,7830,13.04,95.1,5.6875,0.008006405,22983.77,8.212,60.7,10.8125,1.866,1522.3,9.66,69.4852996569914,9.16580423780392,0.126129736013765,2931.287849,8.9719728,58.18148,4.25,417.09,7.09,353.15,19.517
Jan-92,65.81512,6.75,0.850918993,3594.4,8.92,70.44,10.0625,0.182481752,669.03,8.45,67.63675,9.5625,0.622083981,1687.49,7.98,56.8609,11.75,0.000827643,8396,12.741,94.9,5.4375,0.007964954,22023.05,8.212,60.5,10.7188,1.789,1568.71,9.46,69.6463246972093,9.01568498382109,0.121249926377142,3035.250706,8.798365209,58.26586,4.125,408.79,7.03,354.1,18.82
Feb-92,65.81512,6.9375,0.846023689,3579.5,8.97,70.74,9.9375,0.179629962,708.19,8.5,68.00992,9.5625,0.61076162,1745.13,7.92,57.17247,11.875,0.000813504,8207,12.719,94.8,5.5625,0.007742935,21338.81,8.034,60.8,10.5313,1.756,1578.79,9.3,69.8884008986057,9.02764803074084,0.119035735526715,3068.383836,8.732828606,58.47682,4.1875,412.7,7.34,353.1,18.995
Mar-92,66.05215,6.875,0.840194925,3411.9,9.28,70.97,10,0.179163307,699.26,8.64,68.28979,9.6875,0.607348922,1717.86,8,57.43211,12,0.000805315,7761,12.746,95.3,5.5,0.007523322,19345.95,7.915,61.1,10.5313,1.7363,1489.16,9.68,70.1894013547743,9.07097967765343,0.117748582545183,2934.819382,8.773731339,58.77216,4.1875,403.69,7.54,341.7,18.916
Apr-92,66.13116,6.5,0.836120401,3357.1,9.51,71.12,9.9375,0.179275726,732.6,8.7,68.56966,9.75,0.605143722,1734.03,8.04,57.63982,12,0.000804667,7753,12.87,96.3,4.78125,0.007501875,17390.71,8.138,61.8,10.5625,1.775,1651.3,9.43,70.5850638191795,8.90865022988104,0.117867511903852,2944.546345,8.905282923,58.85654,3.875,414.95,7.48,336.35,20.243
May-92,66.21017,6,0.83001328,3404,9.17,71.35,9.875,0.185253798,730.71,8.57,68.75625,9.6875,0.622471211,1803.22,8.08,57.89946,12,0.000826617,7687,12.828,96.4,4.84375,0.007827789,18347.75,8.034,62.2,10.0625,1.829,1682.69,9.02,70.8028537730457,8.77303912293171,0.121236076787981,3015.861108,8.8240658,58.94092,3.9375,415.35,7.39,337.5,20.94
Jun-92,66.36819,5.3438,0.835282325,3387.7,8.87,71.31,10,0.195083886,686.51,8.74,68.94283,9.75,0.656167979,1752.63,8.06,58.05524,13.75,0.000867303,6933,13.485,96.3,4.71875,0.007944705,15951.73,7.633,62.2,10.0625,1.9035,1551.35,9.12,70.8795175590999,8.9282245512125,0.126012759232329,2815.660833,8.762429123,59.15187,3.8438,408.14,7.26,343.4,22.375
Jul-92,66.52621,5.3125,0.844238075,3443.4,8.21,71.27,10.1875,0.199980002,655.01,8.91,69.12942,9.75,0.67535625,1615.42,8.12,58.1591,16.875,0.000893455,6400,14.203,95.5,4.09375,0.007852375,15910.28,7.039,62,10.1875,1.92,1498.92,9.05,70.820860857617,9.21531786768702,0.128071890389399,2691.64911,8.631615641,59.27845,3.3125,424.21,6.84,357.85,21.759
Aug-92,66.52621,4.7188,0.836680054,3407.6,8.19,71.23,10.25,0.209248797,623.28,9.04,69.12942,9.8125,0.713368526,1541.25,8.08,58.31488,16,0.000933707,5905,14.453,95.8,4.0938,0.008133388,18061.12,6.861,62.1,10.1875,1.9893,1424.76,9.35,70.8947483402507,9.0819167942787,0.133211562645415,2647.756045,8.609128611,59.44721,3.375,414.03,6.59,340,21.35
Sep-92,66.52621,8.0938,0.801282051,3275,8.53,71.43,15,0.208790062,631.26,8.74,69.12942,9.1875,0.706863646,1466.36,7.71,58.41874,17.75,0.000805802,5603,14.97,96.3,4.15625,0.008333333,17399.08,6.668,62.3,9.1875,1.779,1589.37,9.19,71.0421105130409,10.052902068478,0.128426908299016,2609.420459,8.481760217,59.61598,3.125,417.8,6.42,349,21.902
Oct-92,66.60522,7,0.806126562,3379,8.33,71.63,9.875,0.191021968,628.79,8.43,69.12942,8.9375,0.64808814,1492.32,7.47,58.67838,14.875,0.000757002,6932,15.109,96.4,3.875,0.0081103,16767.4,6.549,62.5,8.1875,1.5625,1658.43,8.65,71.1664732066754,8.54552895331974,0.119740590342296,2696.785601,8.318271065,59.82693,3.1875,418.68,6.59,339.25,21.688
Nov-92,66.92126,8.25,0.777544514,3273.7,8.66,71.7,10.375,0.184723377,645.5,8.13,69.40929,9.0625,0.62754942,1544.34,7.38,59.0938,14.25,0.00071736,6814,13.825,96.2,3.9688,0.008037293,17683.65,6.534,62.5,7.375,1.5135,1723.57,8.19,71.3301177980649,8.61581114404004,0.11606959660481,2762.990536,8.121762115,59.91132,4.1875,431.35,6.87,334.2,20.342
Dec-92,66.92126,6.75,0.786534529,3350.4,8.54,71.66,11.75,0.18092998,663.06,8.2,69.50259,8.8125,0.617398284,1545.05,7.33,59.24958,12.75,0.000677966,6916,14.076,96.2,3.9063,0.008009612,16924.95,6.489,62.6,6.8125,1.513,1777.02,8.32,71.3910491703328,8.34022833299766,0.114385168440816,2776.074412,8.120848724,59.86912,3.25,435.71,6.77,332.9,19.407
Jan-93,67.15828,6.5,0.787401575,3310.9,8.67,71.94,13.25,0.183452578,647.43,7.92,70.71539,8.625,0.620732464,1571.85,7.15,59.56115,12.0625,0.000669008,7541,13.497,96.1,3.5,0.00800192,17023.78,6.4,62.4,6.5,1.4855,1804.85,8.48,71.8258423050856,8.28706146596967,0.114331332130942,2815.133438,7.938515631,60.16446,3.125,438.78,6.6,330.45,19.075
Feb-93,67.39531,5.8125,0.80012802,3432.7,8.19,72.19,12,0.179243592,720.2,7.77,71.27514,8.625,0.608902149,1684.35,6.94,59.76886,11.4375,0.000629723,8214,12.972,96.2,3.2188,0.008467401,16953.35,5.584,62.7,6.3125,1.4215,1831.12,8.11,72.1508114281927,7.87119163769519,0.113082343844277,2967.520641,7.47516616,60.37542,3.125,443.38,6.26,327.6,20.053
Mar-93,67.3163,4.875,0.795355126,3614.6,8.27,72.56,10.375,0.182882224,731.63,7.33,71.46172,8.25,0.620925179,1684.21,6.66,59.97657,11.5,0.000627943,7424,12.91,96.4,3.2813,0.00870322,18591.45,6.192,63,5.9375,1.509,1841.25,7.85,72.363912698711,7.38203520570186,0.115534669709528,3006.070847,7.52251697,60.58637,3.125,451.67,5.98,337.8,20.347
Apr-93,67.3163,4.75,0.787277594,3773.5,8.27,72.65,8.1875,0.186723929,712.18,7.15,71.64831,7.8125,0.629881582,1627.19,6.68,60.23621,11.0625,0.000669568,8337,13.211,97.1,3.21875,0.008987148,20919.18,6.326,63.4,6,1.5695,1812.21,7.97,72.6333441377662,6.84394693120566,0.118559915267455,3077.749553,7.578779851,60.75513,3.0625,440.19,5.97,354.3,20.27
May-93,67.47432,4.75,0.786967813,3856.9,8.12,72.75,8,0.186514968,694.75,7.18,71.7416,7.875,0.629722922,1631.85,6.83,60.44392,10.6875,0.000682594,8435,12.386,97.2,3.25,0.009330969,20552.35,6.46,63.6,5.875,1.5605,1835.55,8.22,72.7705770234866,6.77644479469243,0.119535223485617,3074.668537,7.560584145,60.83952,3.1875,450.19,6.04,377.45,19.94
Jun-93,67.47432,4.375,0.779848709,3966.4,7.96,72.71,7.4375,0.174064404,719.82,6.95,71.92818,7.75,0.586166471,1697.63,6.81,60.80742,10,0.00064704,8270,11.79,97.1,3.2188,0.009363296,19590,6.074,63.6,5.9375,1.493,1863.03,8.01,72.859757901743,6.5344613859833,0.114255031582798,3108.278871,7.305323475,60.9239,3.125,450.53,5.96,378.45,19.07
Jul-93,67.63234,4.0625,0.778573653,3967.2,7.79,72.77,14,0.167700822,773.03,6.76,72.30135,6.875,0.574547544,1803.23,6.62,61.01513,9.3125,0.000619387,8848,10.954,97.4,3.25,0.009519277,20380.14,5.791,63.4,6,1.485,1901.97,7.62,73.037267399216,7.19177868141306,0.112543688572977,3260.092395,7.010305087,60.9239,3.125,448.13,5.81,401.75,17.866
Aug-93,67.71135,4.5625,0.757116899,4143.7,7.4,72.77,7.625,0.170502984,804.89,6.31,72.30135,6.875,0.595947557,1944.89,6.41,61.06705,9.375,0.000624516,9640,9.896,97.6,2.96875,0.009548362,21026.6,5.48,63.7,5.875,1.4868,1999.46,7.1,73.1292049826212,6.19661249726302,0.113949711337537,3448.921996,6.610229302,61.09266,3.125,463.56,5.68,371.55,18.009
Sep-93,67.71135,4.4375,0.748502994,3988.2,7.55,73,7.1875,0.175284838,789.03,6.13,72.20805,6.875,0.611995104,1915.71,6.2,61.22284,8.75,0.000627648,9157,9.528,97.7,2.53125,0.009429514,20105.71,4.99,64,5.9375,1.496,1970.77,7.02,73.2231456092678,5.96577212775701,0.115128549495736,3353.704557,6.329412082,61.21924,3.125,458.93,5.36,355.5,17.514
Oct-93,67.86937,4.4375,0.756429652,4248,7.35,73.13,6.9375,0.170212766,814.92,5.96,72.20805,6.5625,0.596267366,2069,6,61.5344,8.625,0.000613779,8996,8.984,97.6,2.46875,0.009229349,19702.97,4.618,64,5.8438,1.4882,2057.64,6.92,73.2927032676785,5.79494633672477,0.112988872728069,3470.265931,6.036580327,61.47239,3.125,467.83,5.33,369.6,18.145
Nov-93,68.18541,3.875,0.747831289,4220.4,7.45,73.2,6.875,0.168491997,809.32,6.04,72.30135,6.4375,0.58224163,2057.77,5.98,61.74212,9,0.000587027,8407,9.383,97.1,2.28125,0.009167583,16406.54,4.054,63.8,5.375,1.4852,2099.88,6.88,73.2942025448156,5.63582132022187,0.111110841770937,3325.615868,5.915101897,61.51458,3.5,461.79,5.72,370.9,16.699
Dec-93,68.02739,3.625,0.75443229,4321.4,7.12,73.17,6.5,0.168947457,870.74,5.8,72.48793,6.1875,0.574877838,2266.68,5.85,61.84597,8.25,0.000582242,9572,8.991,97.2,2.3438,0.008952551,17417.24,3.831,64,5.4375,1.4775,2224.74,6.38,73.3895059689558,5.40944260723928,0.110163761150996,3593.819221,5.686193068,61.51458,3.1875,466.45,5.77,391.75,14.51
Jan-94,68.02739,3.5625,0.753579503,4591.3,6.86,73.26,6.4375,0.169290672,900.14,5.67,72.8611,6.0625,0.574745675,2177.45,5.8,62.15754,8.25,0.000589797,10191,8.557,97.3,2.28125,0.00919794,20229.12,4.886,64,5.4063,1.5005,2294.85,6.32,73.5744139461633,5.34050748422283,0.111145919555467,3737.026213,5.920215171,61.68334,3.0625,481.61,5.75,377.9,15
Feb-94,67.47432,3.625,0.739535572,4390.4,7.33,73.47,6.3125,0.172741406,847.77,5.94,73.42085,6.125,0.586923348,2091.57,6.07,62.41718,8.125,0.000594619,9936,8.771,97.3,2.40625,0.009595087,19997.2,5.212,64.2,5.125,1.4875,2173.74,6.71,73.7849517459054,5.31460660213842,0.112839771824132,3595.292046,6.221330293,61.89429,3.5625,467.14,5.97,381.55,14.78
Mar-94,67.47432,5,0.722647781,4329.6,8.25,73.64,6.1875,0.175438596,813.57,6.37,73.51414,5.6875,0.599520384,2133.11,6.34,62.57296,8.125,0.000622374,11264,9.506,97.7,2.25,0.009765625,19111.92,5.138,64.4,5.2188,1.488,2050.81,7.42,73.9505167122842,5.28677946577597,0.114586763997771,3583.719092,6.523055845,62.10525,3.625,445.77,6.48,389.2,14.66
Apr-94,67.47432,5.6875,0.723693733,4282.3,8.18,73.84,5.8125,0.176056338,843.72,6.69,73.60744,5.375,0.60204696,2245.98,6.48,62.67682,7.75,0.000628141,12342,9.207,97.9,2.28125,0.009799118,19725.25,5.212,64.9,5.0938,1.5118,2077.15,7.82,74.1334060346754,5.14653738741836,0.115268087206593,3725.392182,6.597214027,62.18963,3.9375,450.91,6.97,376.45,16.38
May-94,67.3163,5.8125,0.722282412,4289.7,8.55,74,5.5625,0.177825198,771.34,6.97,73.79402,5.1875,0.607976654,2127.7,6.66,63.04031,7.4375,0.000627549,11489,9.433,98,2.125,0.009547451,20973.59,4.886,65.1,5.0313,1.512,1947.51,8.29,74.2959977966837,4.98802805241459,0.115198972322208,3591.436961,6.650598229,62.23182,4.25,456.5,7.18,387.6,17.88
Jun-94,67.47432,5.875,0.723327306,4025.3,9.29,73.97,5.4375,0.183975715,731.15,7.49,73.88731,4.9375,0.630914826,2025.34,7.05,63.14417,8.1875,0.000634115,10555,10.559,97.6,2.0625,0.010151254,20643.93,5.45,65.1,5,1.5483,1932.79,8.72,74.2950053780728,4.97427645902787,0.118990999469512,3437.710195,7.240571332,62.44278,4.5,444.27,7.1,388.25,19.07
Jul-94,67.71135,5.4375,0.722804481,4179,9.5,73.96,5.375,0.184518867,802.51,7.4,74.0739,4.9375,0.62992126,2146.64,6.9,63.29995,8.4375,0.000628931,10959,10.897,97.2,2.09375,0.009995002,20449.39,5.643,64.7,5.6875,1.5415,2046.13,8.54,74.2764457499969,5.05315041393322,0.118451027120699,3601.538072,7.306039607,62.61154,4.4375,458.26,7.3,384,19.65
Aug-94,67.79036,5.1875,0.729288215,4344.3,8.89,73.95,5.4375,0.184911243,790.28,7.61,74.26048,4.875,0.633111744,2212.85,7.09,63.4038,8.25,0.000632111,10611,11.812,97.6,2.21875,0.009989012,20628.53,6.148,65.1,5.0625,1.5362,2115.55,8.69,74.4738936165076,4.93436448113008,0.118775347841298,3647.254731,7.611478195,62.86469,4.8125,475.49,7.24,385.75,18.38
Sep-94,67.86937,4.875,0.745712155,4344.7,9.04,74.18,5.375,0.18898233,727.73,8.1,74.0739,4.875,0.644828476,2011.75,7.52,63.61152,8.1875,0.00064154,10351,12.136,97.9,2.28125,0.010095911,19563.81,5.821,65.2,5.375,1.577,1967.35,8.99,74.552354031205,4.94166164943273,0.120996071326203,3420.413166,7.761989579,63.03345,5,462.69,7.46,394.85,17.46
Oct-94,67.71135,5,0.739262216,4264.5,9.29,74.34,5.375,0.194174757,737.3,8.19,73.98061,4.875,0.664761018,2071.63,7.54,63.92308,8.25,0.000649667,9843,12.086,98.4,2.28125,0.010319917,19989.6,6.059,65.1,5.5938,1.635,2028.21,8.88,74.6321018461648,4.99188149368574,0.123822460034031,3458.018009,7.879155034,63.07565,5,472.35,7.74,383.85,17.71
Nov-94,68.1064,5.4375,0.727166958,4082.4,9.24,74.35,5.375,0.185925444,755.52,8.14,74.0739,5.25,0.637551801,2048.26,7.49,64.18272,8.5,0.000618238,9805,11.855,98.1,2.34375,0.010110201,19075.62,5.925,65.2,5.625,1.567,2000.13,8.75,74.7154108979548,5.1913412029872,0.119360716710109,3407.272321,7.780003178,63.16003,6,453.69,7.96,383.1,18.1
Dec-94,68.18541,6,0.712758375,4213.6,9.16,74.33,5.5625,0.187108242,729.39,8.02,74.26048,5.0625,0.645369474,2106.58,7.46,64.3385,8.6875,0.000616523,9868,12.07,97.8,2.34375,0.010040161,19723.06,5.806,65.5,5.9688,1.5665,2007.99,8.7,74.8042159826234,5.29129014918419,0.119476115425175,3452.686555,7.730429761,63.16003,5.9375,459.27,7.81,383.25,17.16
Jan-95,68.42244,8,0.709622481,4019.1,9.41,74.52,5.438,0.189214759,710.37,8.23,74.54036,4.938,0.656512605,2024.82,7.6,64.59814,8.563,0.000621407,10424,12.262,97.8,2.280998,0.010057327,18649.82,5.866,65.5,6.375,1.5815,1962.61,8.84,74.9804304330529,5.45806065983646,0.12055823084824,3359.700098,7.872018435,63.41317,6,470.42,7.78,374.9,17.99
Feb-95,68.73848,7.625,0.71751453,4083.8,8.86,74.75,5.5625,0.194950775,707.14,8.01,74.91353,4.9688,0.686483147,2097.85,7.42,65.06549,10.125,0.0005997,9912,12.216,97.5,2.3125,0.010351967,17053.43,5.554,65.7,6.4375,1.584,1969.68,8.76,75.2180348204607,5.65110906431582,0.12301571536036,3323.256983,7.621872177,63.66632,6.0625,487.39,7.47,376.4,18.53
Mar-95,68.8965,8.0625,0.714643036,4277.2,8.7,74.98,7.875,0.207900208,727.55,8.02,74.91353,4.625,0.725426188,1914.69,7.28,65.6367,10.4375,0.000585566,9181,13.287,97.4,1.84375,0.011514105,16139.95,4.47,66,6.375,1.619,2036.41,8.7,75.3867522887218,5.89630463415676,0.128790037464674,3216.311134,7.332514805,63.87727,6.0625,500.71,7.2,392,18.55
Apr-95,69.13353,7.8125,0.735456351,4292.4,8.44,75.07,8,0.203417413,748.84,7.82,75.00682,4.5,0.721709007,2017.95,7.09,65.89634,10.4688,0.000596837,9935,13.067,97.7,1.40625,0.011899096,16806.75,4.143,66.4,6.8125,1.6091,2085.77,8.55,75.5976759758452,5.83499163666676,0.129484133070537,3350.752045,7.08491883,64.08823,6,514.71,7.06,389.75,19.87
May-95,69.29155,7.5,0.730033582,4445.6,8.11,75.18,7.75,0.20173492,768.47,7.52,75.00682,4.4375,0.707213579,2099.95,6.86,66.31176,10.625,0.000609013,9816,12.063,97.9,1.25,0.011813349,15436.79,3.208,66.7,6.2813,1.5865,2170.28,8.28,75.7671523212405,5.66153559542931,0.128342076982318,3376.72887,6.508269614,64.21481,6,533.4,6.63,384.3,19.74
Jun-95,69.29155,6.875,0.727907992,4527.2,8.02,75.18,7,0.206079341,739.29,7.45,75.10011,4.5313,0.722804481,2089.04,6.78,66.72718,10.5625,0.000610874,9478,12.211,97.8,1.25,0.011795235,14517.4,3.178,66.8,6.625,1.5905,2153.78,8.24,75.8547476777615,5.55127355950244,0.129630205973433,3301.175305,6.472216541,64.34138,6.0625,544.75,6.17,387.05,18.42
Jul-95,69.44956,6.6875,0.730193501,4586.9,8.5,75.04,6.25,0.2090301,755.05,7.43,75.2867,4.5,0.721917413,2222.51,6.86,66.83104,10.5625,0.000628634,9871,12.05,97.3,0.84375,0.0113199,16677.53,3.222,66.6,6.7813,1.598,2245.33,8.39,75.815620116055,5.34862459450131,0.129477641187665,3502.810848,6.534914582,64.34138,5.75,562.06,6.28,383.35,17.3
Aug-95,69.29155,6.25,0.744490768,4525.9,8.24,75.4,5.8438,0.198216056,748.32,7.33,75.2867,4.25,0.681245316,2234.23,6.74,67.03875,10.1563,0.000615479,9887,11.481,97.4,0.6875,0.010230179,18117.22,3.579,66.9,6.5938,1.5515,2282.18,8.26,75.9477236845671,5.06387456121065,0.123279886930602,3561.217162,6.511186182,64.51014,5.8125,561.88,6.49,382.35,18.03
Sep-95,69.37055,6.1875,0.743770919,4494.9,8.11,75.67,6.1875,0.203045685,719.75,7.35,75.2867,4.0625,0.699545296,2201.27,6.59,67.19453,10.375,0.000618908,9552,11.347,98,0.48438,0.010090817,17913.06,2.896,67.2,6.7188,1.5795,2287,8.07,76.1551128246057,5.06031175220753,0.12479542185204,3500.099736,6.213861004,64.63671,5.75,584.41,6.2,384,18.23
Oct-95,69.29155,6.0625,0.746212969,4453,8.11,75.75,6.4375,0.204666394,723.53,7.48,75.10011,4,0.710530055,2165.76,6.57,67.45417,10.5,0.000627695,9007,11.607,97.7,0.3438,0.009778995,17654.64,2.985,67.1,6.6563,1.5807,2265.46,8.24,76.0810509400215,5.04796001922227,0.125074974482647,3444.193933,6.28881369,64.84767,5.75,581.5,6.04,382.65,17.44
Nov-95,69.52857,5.8125,0.735997645,4674,7.44,75.81,5.6875,0.200280393,723.16,7.03,75.10011,3.9375,0.691180536,2254.95,6.34,67.81767,10.4688,0.000625156,8618,11.32,97.4,0.375,0.009823183,18744.42,2.792,67.1,6.7188,1.5302,2355.61,7.91,76.1234307126418,4.89727847986491,0.122946807460169,3540.709889,5.986987113,64.80548,5.75,605.37,5.93,387.8,17.99
